Unnamed: 0,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,estas_buscando_trabajo,pluriempleo,company_main_activity,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,company_days_in_the_office,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,opcionalen_que_empresaorganizacion_estas_trabajando,company_recommended,tools_copilotchatgpt,algo_que_quieras_decir_sobre_tu_trabajo,salir_o_seguir_contestando,profile_studies_level,profile_studies_level_state,profile_career,profile_university,salir_o_seguir_contestando_sobre_las_guardias,work_on_call_duty,salary_on_call_duty_charge,aclara_el_numero_que_ingresaste_en_el_campo_anterior,profile_age,profile_gender,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,sueldo_dolarizado,seniority,_sal
2743,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2300000.0,1980000.0,,,No,No recibo bono,Tres,36.0,Octubre,2,"Capacitaciones y/o cursos, Clases de idiomas",2,"No, pero escucho ofertas.",,UX Researcher,6,0,6,2,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),1,inflación,.,6,5,,Terminar encuesta,,,,,,,,,37,Mujer Cis,Sí,False,Senior,2300000.0
2744,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3600000.0,3100000.0,,,No,No recibo bono,Tres,60.0,Diciembre,3,Abono de Internet,3,"No, pero escucho ofertas.",,Developer,20,0,0,0,"VMWare, Windows Server","SQL, Visual básico 6",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,,Prisma Medios de pago,5,0,Dependo de Mainframe y Cobol,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,60,Hombre Cis,Sí,False,Senior,3600000.0
2745,Buenos Aires,Full-Time,Staff (planta permanente),1844000.0,1530520.0,,,No,No recibo bono,Más de tres,50.0,Noviembre,2,"Abono de Internet, Horarios flexibles",2,"No, pero escucho ofertas.",,Business Analyst,7,7,7,0,"Azure, Linux, Windows Server","HTML, Javascript, SQL",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle",Telerik Studio,De 51 a 100 personas,100% remoto,0,Solo ajuste por inflación,Soft Office (Emerix),6,2,,Responder sobre mis estudios,Universitario,Completo,Tecnicatura Superior en Sistemas Informáticos,UNGS - Universidad Nacional de General Sarmiento,Terminar encuesta,,,,28,Hombre Cis,Sí,False,Senior,1844000.0
2746,La Rioja,Full-Time,Staff (planta permanente),1200000.0,990000.0,,,No,No recibo bono,Más de tres,0.0,No tuve,2,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",2,"Sí, estoy buscando activamente.",,SysAdmin / DevOps / SRE,3,0,3,0,"Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Windows Server",".NET, Bash/Shell, Python, SQL, TypeScript",".NET Core, Node.js, SAP Hana","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,,Epidata,8,3,,Responder sobre guardias,Universitario,En curso,Ingeniería en Sistemas,UNLaR - Universidad Nacional De La Rioja,Terminar encuesta,No,0.0,Bruto,27,Hombre Cis,Sí,False,Semi-Senior,1200000.0
2747,Neuquén,Full-Time,Staff (planta permanente),3426000.0,2800000.0,,,No,No recibo bono,Más de tres,95.72,Diciembre,3,"Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",,SysAdmin / DevOps / SRE,22,2,2,1,"Google Cloud Platform, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,,Laboratorio Austral,8,3,,Terminar encuesta,,,,,,,,,42,Hombre Cis,Sí,False,Senior,3426000.0
2748,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4200000.0,4200000.0,,,No,No recibo bono,Tres,60.0,Octubre,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Developer,18,4,10,0,"Firebase, Google Cloud Platform, Linux","CSS, HTML, Javascript, SQL, TypeScript","Next.js, Node.js, React.js","Microsoft SQL Server, MongoDB, PostgreSQL, SQLite","Jest, Postman",De 11  a 50  personas,100% remoto,0,"si, por inflación",W3 IT Solutions,10,4,,Terminar encuesta,,,,,,,,,46,Hombre Cis,Sí,False,Senior,4200000.0
2749,Córdoba,Full-Time,Staff (planta permanente),1069200.0,923463.0,,,No,No recibo bono,Tres,100.0,Septiembre,3,Abono de Internet,2,"No, pero escucho ofertas.",,Consultant,3,2,2,0,SAP,Ninguno de los anteriores,SAP,HANA,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,"Si, desactualizada pero si.",Softtek,4,3,,Terminar encuesta,,,,,,,,,30,Hombre Cis,Sí,False,Semi-Senior,1069200.0
2750,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2800000.0,2100000.0,,,De uno a tres sueldos,Performance individual,Más de tres,40.0,Octubre,2,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",2,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,16,5,7,0,"Docker, Kubernetes, Linux, OpenShift","Bash/Shell, Groovy",Ninguno de los anteriores,Redis,Cypress,Más de 10000 personas,Híbrido (presencial y remoto),2,,Telecom,6,4,,Terminar encuesta,,,,,,,,,42,Hombre Cis,Sí,False,Senior,2800000.0
2751,Ciudad Autónoma de Buenos Aires,Part-Time,Tercerizado (trabajo a través de consultora o agencia),720000.0,645000.0,,,No,No recibo bono,Tres,25.0,Octubre,3,Ninguna de las anteriores,3,"Sí, estoy buscando activamente.",,Sales / Pre-Sales,1,0,1,0,Salesforce,Ninguno de los anteriores,Ninguno de los anteriores,Se usa excel como db,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),5,Aplican los del convenio de empleados de comercio.,ACC Group,7,2,"Hago ventas para Telecentro en un callcenter tercerizado, apliqué para ser soporte técnico, pero el área no existe más en este call, así que ventas...
Me gusta mi trabajo aunque la empresa va muy a la deriva y los contratos fijos de a 3 meses te dejan con los huevos en la garganta.",Responder sobre mis estudios,Universitario,En curso,Licenciatura en Administración de Empresas,,Terminar encuesta,,,,23,Hombre Cis,No,False,Junior,720000.0
2752,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3300000.0,2605000.0,,,De uno a tres sueldos,Mix de las anteriores,Dos,80.0,Julio,3,"Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Guardería o pago para cubrir costo de guardería",3,"No, pero escucho ofertas.",,Developer,6,2,6,0,Docker,"Go, Java, Javascript","React.js, Spark, Spring","Amazon DynamoDB, MySQL","Jest, JUnit",Más de 10000 personas,100% remoto,0,,Mercado Libre,8,5,,Responder sobre guardias,Universitario,En curso,Ingeniería en Informática,,Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,28,Hombre Cis,Sí,False,Senior,3300000.0
2753,Entre Ríos,Full-Time,Staff (planta permanente),1100000.0,850000.0,,,No,No recibo bono,Dos,4.0,Noviembre,1,Ninguna de las anteriores,2,"No, pero escucho ofertas.",,HelpDesk,15,3,3,0,"Google Cloud Platform, VMWare",Java,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2001a 5000 personas,100% presencial,5,,,8,3,,Terminar encuesta,,,,,,,,,44,Hombre Cis,No,False,Senior,1100000.0
2754,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2500000.0,2200000.0,,,No,No recibo bono,Tres,90.0,Agosto,4,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",4,"No, estoy muy conforme.",,Developer,2,1,2,2,Microsoft Power Platform,"C++, HTML, Power Query",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, SharePoint, Dataverse",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,,PwC,10,5,,Responder sobre guardias,Universitario,Incompleto,Licenciatura en Comunicación,UBA - Universidad de Buenos Aires,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,27,Mujer Cis,Sí,False,Junior,2500000.0
2755,Mendoza,Full-Time,Staff (planta permanente),2500000.0,2100000.0,,,No,No recibo bono,Tres,20.0,Noviembre,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",3,"No, pero escucho ofertas.",,Data Scientist,3,0,0,2,Google Cloud Platform,"Python, SQL","TensorFlow, Torch, Airflow","Google Cloud Storage, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,Actualizacion trimestral por IPC,Corebi,8,5,,Terminar encuesta,,,,,,,,,41,Hombre Cis,Sí,False,Semi-Senior,2500000.0
2756,Río Negro,Part-Time,Staff (planta permanente),1100000.0,956000.0,,,No,No recibo bono,Dos,116.0,Julio,3,Horarios flexibles,3,"No, pero escucho ofertas.",Tengo dos trabajos full time,SysAdmin / DevOps / SRE,2,3,2,1,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, Windows Server","Bash/Shell, C#, Javascript, SQL, TypeScript",".NET Core, Angular, Hibernate, Next.js, Node.js, React.js","Amazon RDS/Aurora, Microsoft SQL Server, PostgreSQL, Redis",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,,,7,3,,Responder sobre guardias,Secundario,Completo,,,Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,34,Hombre Cis,Sí,False,Junior,1100000.0
2757,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5900000.0,4460000.0,,,Un sueldo,Performance de la compañía,Más de tres,75.0,Noviembre,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles",3,"No, pero escucho ofertas.",,Manager / Director,10,5,3,8,"Docker, Google Cloud Platform, Serverless, VMWare, Windows Server","Python, R, SQL","TensorFlow, Torch",Google Cloud Storage,"Postman, Selenium",De 11  a 50  personas,Híbrido (presencial y remoto),3,Ajuste mensual por IPC,,9,5,,Responder sobre mis estudios,Posgrado/Especialización,Completo,Licenciatura en Economía,UADE - Universidad Argentina De la Empresa,Terminar encuesta,,,,30,Hombre Cis,Sí,False,Senior,5900000.0
2758,Buenos Aires,Full-Time,Staff (planta permanente),1071226.0,888382.0,,,No,No recibo bono,Más de tres,48.0,Noviembre,2,"Comidas pagas / subvencionadas, Lactario en la oficina, Guardería o pago para cubrir costo de guardería",2,"No, pero escucho ofertas.",Tengo dos trabajos full time,BI Analyst / Data Analyst,4,4,7,2,Ninguna de las anteriores,"Python, SQL, lenguaje m, dax",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB",Ninguna de las anteriores,De 2001a 5000 personas,100% presencial,0,"se redujo el ajuste por inflación, en todo el año hubo 48% vs 129% en ene-nov 24",INTI,6,1,,Responder sobre mis estudios,Terciario,Completo,Tecnicatura Superior en Programación,UNLaM - Universidad Nacional de La Matanza,Terminar encuesta,,,,36,Hombre Cis,No,False,Semi-Senior,1071226.0
2759,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2569551.51,2100000.0,,,Un sueldo,Performance individual,Dos,30.0,Diciembre,2,"Capacitaciones y/o cursos, Horarios flexibles",1,"Sí, estoy buscando activamente.",,Developer,8,3,3,4,"Azure, Docker, Linux, Windows Server","CSS, HTML, PHP, SQL","Bootstrap, Laravel, Vue.js","MariaDB, MySQL","PHPUnit, Postman",De 2001a 5000 personas,Híbrido (presencial y remoto),1,Porcentajes muy bajos,Provincianet,7,3,Me gusta el ambiente pero el sueldo no me acomoda,Terminar encuesta,,,,,,,,,34,Mujer Cis,No,False,Senior,2569551.51
2760,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3300000.0,2850000.0,,,No,No recibo bono,Más de tres,200.0,Septiembre,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Manager / Director,5,1,1,2,"Amazon Web Services, Kubernetes",".NET, HTML, Java, Javascript, PHP","Next.js, Node.js, React.js",MySQL,"Cypress, Postman",De 51 a 100 personas,100% remoto,0,Si,,8,5,,Terminar encuesta,,,,,,,,,41,Hombre Cis,No,False,Semi-Senior,3300000.0
2761,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),290000.0,280000.0,,,No,No recibo bono,Más de tres,18.0,Diciembre,2,"Capacitaciones y/o cursos, Horarios flexibles, Licencia por nacimiento extendida",2,"No, pero escucho ofertas.",,Developer,0,0,0,0,Ninguna de las anteriores,"CSS, HTML, Javascript, PHP, SQL","Bootstrap, WordPress",MySQL,Ninguna de las anteriores,De 2 a 10 personas,100% presencial,0,,,10,5,,Responder sobre mis estudios,Universitario,En curso,Tecnicatura Superior en Programación,UNSAM - Universidad de San Martín,Terminar encuesta,,,,28,Mujer Cis,No,False,Junior,290000.0
2762,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),935000.0,798000.0,,,No,No recibo bono,Dos,18.0,Octubre,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",2,"No, pero escucho ofertas.",,Recruiter,10,1,4,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,Solo de ajuste por inflación,Conexia,7,5,-,Terminar encuesta,,,,,,,,,30,Mujer Cis,No,False,Senior,935000.0
2763,Mendoza,Full-Time,Staff (planta permanente),905000.0,,,,No,No recibo bono,Más de tres,120.0,Noviembre,3,Capacitaciones y/o cursos,3,"No, pero escucho ofertas.",,HelpDesk,1,1,1,0,"Azure, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% presencial,5,Si,,8,0,,Terminar encuesta,,,,,,,,,34,Hombre Cis,No,False,Junior,905000.0
2764,Neuquén,Full-Time,Staff (planta permanente),2552500.0,2295460.0,,,No,No recibo bono,Tres,30.0,Octubre,2,Horarios flexibles,2,"No, pero escucho ofertas.",,Technical Leader,5,4,3,4,"Docker, Linux","Python, SQL",Django,"MariaDB, Percona Server, PostgreSQL","Selenium, Robot framework ",De 51 a 100 personas,100% remoto,0,"Si, desde marzo  a octubre tratar de estar 3 puntos arriba de la inflación ",Ascentio technologies,6,3,,Terminar encuesta,,,,,,,,,35,Hombre Cis,No,False,Semi-Senior,2552500.0
2765,Buenos Aires,Full-Time,Staff (planta permanente),1874803.0,1556087.0,,,3+ sueldos,Performance individual,Tres,48.0,Diciembre,3,Ninguna de las anteriores,2,"No, pero escucho ofertas.",,Manager / Director,9,9,4,8,"Amazon Web Services, Linux","Bash/Shell, CSS, HTML, Javascript, PHP, SQL","CodeIgniter, jQuery, Vue.js","Amazon RDS/Aurora, MariaDB, MySQL","PHPUnit, Postman, Puppeteer, SoapUI, Insomnia REST",De 11  a 50  personas,Híbrido (presencial y remoto),3,Ajustes trimestrales siguiendo la inflación,,9,4,,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,28,Hombre Cis,Sí,False,Senior,1874803.0
2766,Mendoza,Full-Time,Staff (planta permanente),1500000.0,1245000.0,,,De uno a tres sueldos,Performance de la compañía,Tres,30.0,Octubre,4,"Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,"Sí, estoy buscando activamente.",,Recruiter,4,0,4,0,"Google Cloud Platform, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,Si,RAONA,10,5,-,Terminar encuesta,,,,,,,,,29,Hombre Cis,No,False,Semi-Senior,1500000.0
2767,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2521900.0,2273609.0,,,De uno a tres sueldos,Permanencia,Dos,30.0,Octubre,3,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",,UX Designer,6,4,0,1,Firebase,"CSS, HTML","Bootstrap, WordPress",Google Cloud Storage,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,"si, 15% de aumento flat.",Jobint,9,2,,Responder sobre mis estudios,Universitario,Completo,Diseño Gráfico,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,34,Mujer Cis,Sí,False,Senior,2521900.0
2768,Córdoba,Full-Time,Staff (planta permanente),958109.0,795231.0,,,No,No recibo bono,Más de tres,60.0,Noviembre,3,Horarios flexibles,3,"No, pero escucho ofertas.",,BI Analyst / Data Analyst,2,2,2,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,Si,,9,3,,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,48,Hombre Cis,Sí,False,Junior,958109.0
2769,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1600000.0,1450000.0,,,No,No recibo bono,Más de tres,10.0,Octubre,2,"Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Modalidad Full remoto",2,"Sí, estoy buscando activamente.",,UX Designer,5,3,3,0,Azure,Ninguno de los anteriores,Bootstrap,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,1,,Urbetrack,7,0,,Terminar encuesta,,,,,,,,,41,Hombre Cis,No,False,Semi-Senior,1600000.0
2770,Córdoba,Full-Time,Staff (planta permanente),2968000.0,2397000.0,,,Un sueldo,Mix de las anteriores,Dos,25.0,Noviembre,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Guardería o pago para cubrir costo de guardería",3,"No, pero escucho ofertas.",,Developer,4,1,1,0,Docker,"Go, Java, Python, SQL","Spring, GIN",MySQL,JUnit,De 201 a 500 personas,100% remoto,0,,,10,5,,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,21,Hombre Cis,Sí,False,Semi-Senior,2968000.0
2771,Buenos Aires,Full-Time,Staff (planta permanente),3200000.0,2538000.0,,,Un sueldo,Mix de las anteriores,Dos,9.0,Noviembre,3,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",3,"No, estoy muy conforme.",,UX Designer,5,3,3,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,-,Mercado Libre,10,4,-,Responder sobre mis estudios,Universitario,Completo,Diseño en Comunicación Visual y Profesorado de Arte y Diseño,UNLP - Universidad Nacional de La Plata,Terminar encuesta,,,,30,No binarie,Sí,False,Semi-Senior,3200000.0
2772,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3600000.0,2800000.0,,,Un sueldo,Mix de las anteriores,Dos,25.0,Noviembre,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",3,"No, pero escucho ofertas.",,Developer,3,3,3,0,Utilizamos una plataforma que interfacea AWS y GCP con utilizando docker y kubernetes (fury de meli): https://medium.com/mercadolibre-tech/the-technological-evolution-at-mercado-libre-fb269776a4e8,"CSS, Go, HTML, Java, Javascript, Python, SQL","Hibernate, Node.js, React.js, Spring","Amazon DynamoDB, Google Cloud Storage, MySQL, Oracle","Jest, JUnit",Más de 10000 personas,Híbrido (presencial y remoto),1,"Si, un ajuste del 9%",Mercado Libre,9,3,"Muy buen lugar para comenzar como junior o trabajar como semi senior. 
Existen muchas automatizaciones de devops y seguridad que evitan muchos dolores de cabeza. En contraposición cada vez se vuelve más estructurado y burocrático por el volumen y la madurez de la empresa.",Responder sobre guardias,Universitario,En curso,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,28,Hombre Cis,Sí,False,Semi-Senior,3600000.0
