work_country,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,¿En qué mes fue el último ajuste?,salary_comparison_last_semester,¿Contás con beneficios adicionales?,salary_satisfaction,Trabajo de,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,Si trabajás bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,company_recommended,"¿Qué tanto estás usando Copilot, ChatGPT u otras herramientas de IA para tu trabajo?",¿Salir o seguir contestando?,profile_studies_level,profile_studies_level_state,profile_career,Institución educativa,¿Salir o seguir contestando sobre las guardias?,work_on_call_duty,salary_on_call_duty_charge,Aclará el número que ingresaste en el campo anterior,¿Salir o seguir contestando sobre estudios?,profile_age,profile_gender
Argentina,Chaco,Full-Time,Staff (planta permanente),530000.0,460000.0,Cobro parte del salario en dólares,,De uno a tres sueldos,Performance individual,Dos,20.0,Junio,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",3,DevOps Engineer,2.0,2.0,2.0,0,"Amazon Web Services, Kubernetes, Linux","Go, Python",Ninguno de los anteriores,"Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, Oracle",Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,7,1,Responder sobre guardias,Universitario,Completo,Analista de Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,"Sí, pasiva",20.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,38,Mujer Cis
Argentina,Chaco,Full-Time,Staff (planta permanente),270000.0,203000.0,,,No,No recibo bono,Uno,20.0,Marzo,2,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles",2,QA / Tester,2.0,2.0,2.0,0,Ninguna de las anteriores,"C, Java, Javascript",Ninguno de los anteriores,MySQL,"Cucumber, Cypress, Lippia",De 11  a 50  personas,100% remoto,0,4,0,Terminar encuesta,,,,,,,,,,28,Varón Cis
Argentina,Chaco,Part-Time,Contractor,120000.0,112000.0,,,No,No recibo bono,No,0.0,No tuve,2,Horarios flexibles,3,Developer,2.0,0.0,0.0,0,"Docker, Linux","HTML, Python, SQL",Django,PostgreSQL,Ninguna de las anteriores,De 1001 a 2000 personas,100% presencial,0,5,4,Terminar encuesta,,,,,,,,,,28,Varón Cis
Argentina,Chaco,Full-Time,Staff (planta permanente),670000.0,455000.0,Cobro parte del salario en dólares,,Menos de un sueldo,Performance individual,Dos,37.0,Abril,3,"Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,QA / Tester,4.0,1.4,1.4,0,Amazon Web Services,"Python, SQL",pytest,"Amazon DynamoDB, RDS, BQuery","Appium, Postman, Selenium",De 1001 a 2000 personas,100% remoto,0,7,0,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,No,0.0,Neto,Terminar encuesta,29,Mujer Cis
Argentina,Chaco,Full-Time,Staff (planta permanente),225.0,189.0,Mi sueldo está dolarizado (pero cobro en moneda local),,Menos de un sueldo,Gastos conectividad,Dos,45.0,Mayo,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,1.0,1.0,1.0,0,Sharepoint,".NET, C#, CSS, HTML, Javascript, SQL",".NET Core, Angular",Microsoft SQL Server,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,10,1,Terminar encuesta,,,,,,,,,,32,normal
Argentina,Chaco,Full-Time,Tercerizado (trabajo a través de consultora o agencia),204.105,192521.0,,,No,No recibo bono,Dos,0.0,No tuve,3,Ninguna de las anteriores,2,HelpDesk,0.0,0.0,0.0,0,Windows 7/10/11,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2 a 10 personas,100% presencial,0,7,0,Terminar encuesta,,,,,,,,,,34,Varón Cis
Argentina,Chaco,Full-Time,Staff (planta permanente),660000.0,520000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1500,Un sueldo,Mix de las anteriores,No,0.0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,3.5,0.0,4.0,0,"Amazon Web Services, Docker, Kubernetes, Serverless","Bash/Shell, Groovy, Javascript, PHP, TypeScript","Node.js, Spring","Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MariaDB, MongoDB, MySQL, PostgreSQL, Redis","Jest, JUnit, Postman",De 5001 a 10000 personas,100% remoto,0,7,0,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,27,Varón Cis
Argentina,Chaco,Full-Time,Contractor,336150.0,300000.0,Cobro todo el salario en dólares,,De uno a tres sueldos,Performance individual,No,0.0,No tuve,4,Horarios flexibles,3,Developer,2.0,2.0,2.0,0,"Docker, Linux","CSS, HTML, Javascript, PHP, SQL","Laravel, React.js, Vue.js","MariaDB, MySQL, Redis","PHPUnit, Postman, Pest, K6",De 11  a 50  personas,100% remoto,0,7,2,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,24,Varón Cis
Argentina,Chaco,Full-Time,Contractor,150000.0,150000.0,Cobro todo el salario en dólares,Blue,No,No recibo bono,No,0.0,No tuve,3,"Vacaciones flexibles (adicionales a las reglamentarias), Ninguna de las anteriores",3,Developer,10.0,0.0,0.0,0,"Amazon Web Services, Azure, Kubernetes",Python,chalice,Amazon DynamoDB,Postman,De 101 a 200 personas,100% remoto,0,6,1,Terminar encuesta,,,,,,,,,,50,Mujer Cis
Argentina,Chubut,Part-Time,Contractor,290000.0,290000.0,,,No,No recibo bono,Uno,35.0,Mayo,2,Ninguna de las anteriores,2,Developer,7.0,1.0,1.0,0,"Amazon Web Services, Linux, Serverless","Javascript, SQL","Node.js, React.js",PostgreSQL,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,6,1,Terminar encuesta,,,,,,,,,,29,Varón Cis
Argentina,Chubut,Full-Time,Contractor,819400.0,721072.0,Cobro todo el salario en dólares,482,No,No recibo bono,No,0.0,No tuve,3,"Horarios flexibles, Vacaciones ilimitadas",3,Developer,2.0,2.0,2.0,0,Salesforce,"CSS, Javascript, PHP, Visualforce",Ninguno de los anteriores,MySQL,"HP LoadRunner, Visual Studio Coded UI",De 101 a 200 personas,100% remoto,0,7,0,Terminar encuesta,,,,,,,,,,43,Varón Cis
Argentina,Chubut,Full-Time,Contractor,3173016.0,3173016.0,Cobro todo el salario en dólares,476,No,No recibo bono,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,8.0,1.0,1.0,0,"Amazon Web Services, Docker, Linux","Javascript, Solidity, TypeScript","Next.js, Node.js, React.js","PostgreSQL, Redis","Jest, Insomnia",De 2 a 10 personas,100% remoto,0,9,5,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas de Información,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,35,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),900.0,700.0,,,Un sueldo,Performance de la compañía,No,1.0,Febrero,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",3,Technical Leader,13.0,7.0,5.0,3,"Linux, SAP, Windows Server",".NET, C#, CSS, Javascript, Matlab, PHP, Python, SQL, VBA",".NET Core, jQuery, WordPress","Microsoft SQL Server, MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,0,2,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Informática,,Terminar encuesta,,,,,35,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),1600000.0,1200000.0,,,De uno a tres sueldos,Mix de las anteriores,Tres,60.0,Junio,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Viáticos",3,Networking,23.0,13.0,3.0,0,"SAP, VMWare, Windows Server",".NET, HTML, PHP, Python, SQL",Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 1001 a 2000 personas,100% presencial,4,6,0,Responder sobre guardias,,,,,,"Sí, activa",0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,43,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),367952.0,303561.0,,,No,No recibo bono,Dos,30.0,Mayo,2,Capacitaciones y/o cursos,2,Developer,2.0,2.0,2.0,0,"Docker, Linux","Java, Javascript","Node.js, Loopback, Quarkus","MongoDB, Redis",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,5,1,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Informática,,Terminar encuesta,,,,,32,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),227730.78,186120.0,,,No,No recibo bono,Dos,30.0,Junio,3,"Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Viáticos",2,SysAdmin,10.0,7.0,7.0,0,"Linux, Windows Server","HTML, Javascript, PHP, SQL, VBA",WordPress,"MySQL, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% presencial,0,6,0,Responder sobre mis estudios,Universitario,En curso,Analista Programador Universitario,,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,28,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),382000.0,308200.0,,,No,No recibo bono,Uno,30.0,Mayo,3,Ninguna de las anteriores,3,SysAdmin,7.0,1.0,1.0,1,"Docker, Firebase, Linux, VMWare, Windows Server",SQL,Ninguno de los anteriores,"Microsoft SQL Server, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,7,2,Terminar encuesta,,,,,,,,,,33,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),1000000.0,930000.0,,,No,No recibo bono,Más de tres,20.0,Abril,3,Horarios flexibles,4,SysAdmin,20.0,12.0,1.0,1,"Docker, Kubernetes, Linux, VMWare, Windows Server","Bash/Shell, Python",Flask,"Informix, MariaDB, MySQL",Ninguna de las anteriores,De 2001a 5000 personas,100% presencial,0,10,5,Terminar encuesta,,,,,,,,,,39,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),530000.0,530000.0,,,Menos de un sueldo,Performance individual,Tres,40.0,Junio,4,Abono de celular,4,Coordinador TI,14.0,2.0,2.0,1,"Azure, Windows Server",SQL,jQuery,Microsoft SQL Server,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),4,10,0,Responder sobre mis estudios,Universitario,Completo,Analista Programador Universitario,,Responder sobre guardias,"Sí, pasiva",1000.0,Bruto,Terminar encuesta,43,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),379107.0,345443.0,,,No,No recibo bono,Más de tres,76.0,Mayo,3,"Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias), Ninguna de las anteriores",3,Becario,3.0,3.0,3.0,0,Linux,Python,Pytorch,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),5,8,2,Responder sobre mis estudios,Doctorado,En curso,Licenciatura en Sistemas de Información,,Terminar encuesta,,,,,27,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),260000.0,220000.0,,,No,No recibo bono,No,0.0,No tuve,1,Ninguna de las anteriores,1,Developer,3.0,3.0,3.0,0,"Docker, Linux","COBOL, CSS, HTML, Java, Javascript, SQL","Bootstrap, Hibernate, Spring",MariaDB,Ninguna de las anteriores,De 2 a 10 personas,100% presencial,0,6,0,Responder sobre mis estudios,Universitario,Completo,Analista Programador Universitario,,Terminar encuesta,"Sí, pasiva",0.0,Neto,Responder sobre mis estudios,27,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),600000.0,400000.0,,,De uno a tres sueldos,Mix de las anteriores,Uno,20.0,Marzo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,Developer,5.0,1.0,1.0,0,"Amazon Web Services, Docker, Kubernetes","Javascript, TypeScript",Node.js,"Amazon DynamoDB, PostgreSQL",Jest,De 201 a 500 personas,100% remoto,0,9,5,Responder sobre guardias,Secundario,Incompleto,,,Terminar encuesta,"Sí, pasiva",0.0,Bruto,Responder sobre mis estudios,24,Varón Cis
Argentina,Chubut,Full-Time,Freelance,302000.0,,,,No,No recibo bono,No,0.0,No tuve,3,"Abono de Internet, Horarios flexibles",3,Project Manager,0.0,0.0,6.0,1,"Docker, Linux","CSS, HTML, Javascript, PHP, Python, SQL, TypeScript","Bootstrap, Laravel, Node.js, Sveltekit","MySQL, PostgreSQL",Ninguna de las anteriores,De 51 a 100 personas,100% presencial,0,1,5,Responder sobre guardias,Terciario,En curso,,,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,29,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),600000.0,510000.0,,,Menos de un sueldo,Mix de las anteriores,Más de tres,35.0,Junio,2,"Abono de celular, Viáticos",3,SysAdmin,18.0,14.0,10.0,11,"Linux, Serverless, Windows Server","Bash/Shell, Javascript, Python",Ninguno de los anteriores,"MariaDB, MySQL",Ninguna de las anteriores,De 51 a 100 personas,100% presencial,0,7,0,Responder sobre guardias,Terciario,Completo,Tecnicatura Superior en Análisis de Sistemas,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,Terminar encuesta,"Sí, pasiva",35000.0,Neto,Responder sobre mis estudios,46,Varón Cis
Argentina,Chubut,Full-Time,Contractor,300000.0,249000.0,,,No,No recibo bono,Dos,23.0,Mayo,3,Horarios flexibles,2,Developer,2.0,1.0,1.0,0,Windows Server,".NET, C#, CSS, HTML, Java, Javascript, SQL",".NET Core, Bootstrap, jQuery","Microsoft SQL Server, SQLite","JUnit, Xunit",De 2 a 10 personas,100% remoto,0,0,3,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Informática,,Responder sobre guardias,No,0.0,Neto,Terminar encuesta,30,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),590000.0,550000.0,,,Menos de un sueldo,Mix de las anteriores,Tres,80.0,Abril,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)",4,Architect,4.0,1.0,1.0,0,"Amazon Web Services, Linux, Microcontroladores, Windows Server",".NET, C#, CSS, HTML, Javascript, Python",".NET Core, jQuery, Deno","Oracle, PostgreSQL",Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,10,1,Terminar encuesta,,,,,,,,,,26,Varón Cis
Argentina,Chubut,Full-Time,Contractor,307000.0,307000.0,,,No,No recibo bono,No,0.0,No tuve,2,Ninguna de las anteriores,2,Developer,4.0,2.0,2.0,0,Docker,Javascript,"Next.js, Node.js, React.js",MySQL,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,0,5,Terminar encuesta,,,,,,,,,,32,Varón Cis
Argentina,Chubut,Part-Time,Freelance,300000.0,300000.0,,,No,No recibo bono,Dos,57.0,Junio,2,Ninguna de las anteriores,2,Developer,1.5,1.5,1.5,0,"Windows Server, Oracle",".NET, C#, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap",Oracle,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,3,0,Terminar encuesta,,,,,,,,,,39,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),395000.0,395000.0,Cobro parte del salario en dólares,250,Menos de un sueldo,Performance individual,Dos,16.0,Mayo,1,Abono de Internet,1,Developer,2.0,2.0,2.0,0,Linux,"CSS, HTML, Javascript, PHP",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,10,1,Responder sobre mis estudios,Secundario,Completo,Diseño Multimedial,UNLP - Universidad Nacional de La Plata,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,32,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),631922.0,532233.0,,,Un sueldo,Mix de las anteriores,Tres,35.0,Junio,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,HelpDesk,15.0,4.0,4.0,0,"Amazon Web Services, SAP, VMWare","Bash/Shell, SQL",Ninguno de los anteriores,"Microsoft SQL Server, Oracle",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),4,7,0,Responder sobre mis estudios,Universitario,Completo,Analista Programador Universitario,,Terminar encuesta,,,,,38,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),728000.0,483000.0,Cobro parte del salario en dólares,249.24,De uno a tres sueldos,Mix de las anteriores,No,0.0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs",3,Technical Leader,10.0,8.0,5.0,15,"Amazon Web Services, Docker, Serverless","CSS, HTML, Java, Javascript, PHP, SQL, TypeScript","Angular, Bootstrap, Hibernate, Node.js, Spring","MariaDB, MySQL, Redis",JUnit,Más de 10000 personas,100% remoto,0,6,1,Terminar encuesta,,,,,,,,,,39,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),564000.0,466726.0,,,De uno a tres sueldos,Performance de la compañía,Uno,43.0,Febrero,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",3,Developer,0.0,0.0,0.0,0,"Amazon Web Services, Azure, Google Cloud Platform",Python,Flask,MySQL,Unittest,Más de 10000 personas,100% remoto,0,10,5,Terminar encuesta,,,,,,,,,,25,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),604275.28,458456.35,,no,No,No recibo bono,Uno,11.0,Febrero,1,Capacitaciones y/o cursos,3,SysAdmin,18.0,10.0,2.0,0,"*BSD, Docker, Firebase, Google Cloud Platform, Linux, VMWare, Windows Server","Bash/Shell, C, Delphi, HTML, Java, Javascript, PHP, Python, SQL, VBA","Bootstrap, CodeIgniter, Drupal, Flask, Laravel, Node.js, WordPress","Google Cloud Storage, MariaDB, Microsoft SQL Server, MySQL, Neo4j, PostgreSQL, SQLite, Sybase","PHPUnit, Telerik Studio, Visual Studio Coded UI",De 1001 a 2000 personas,100% presencial,5,10,3,Responder sobre guardias,Universitario,Completo,Tecnicatura Redes y Telecomunicaciones,UNCUYO - Universidad Nacional de Cuyo,Terminar encuesta,"Sí, pasiva",45703.05,Bruto,Responder sobre mis estudios,41,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),468000.0,,Cobro parte del salario en dólares,242,De uno a tres sueldos,Mix de las anteriores,Dos,35.0,Junio,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,8.0,2.0,2.0,0,"Amazon Web Services, SOA/OSB",SOA/OSB,Ninguno de los anteriores,Oracle,Postman,Más de 10000 personas,100% remoto,0,9,0,Terminar encuesta,,,,,,,,,,32,Varon
Argentina,Chubut,Full-Time,Staff (planta permanente),765000.0,635000.0,,,3+ sueldos,Performance de la compañía,Más de tres,100.0,Mayo,4,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",3,SysAdmin,15.0,3.0,2.0,32,"Amazon Web Services, Google Cloud Platform, SAP",Ninguno de los anteriores,SAP,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,100% presencial,0,9,3,Terminar encuesta,,,,,,,,,,37,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),420000.0,337000.0,,,No,No recibo bono,Dos,44.0,Julio,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",3,BI Analyst / Data Analyst,2.0,2.0,2.0,0,"Azure, SAP, Windows Server, snowflake","Python, SQL",Ninguno de los anteriores,"Google Cloud Storage, HANA, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,5,10,3,Terminar encuesta,,,,,,,,,,32,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),402548.0,340115.0,,,No,No recibo bono,Dos,16.0,Abril,1,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,Developer,3.0,1.0,1.0,0,Docker,"Javascript, TypeScript","Next.js, Node.js, React.js",Ninguna de las anteriores,Jest,De 51 a 100 personas,100% remoto,0,7,2,Terminar encuesta,,,,,,,,,,26,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),276000.0,230000.0,,,No,No recibo bono,Dos,51.0,Junio,1,"Abono de celular, Capacitaciones y/o cursos",1,Consultant,4.0,4.0,2.0,0,"Amazon Web Services, Azure, Google Cloud Platform, Kubernetes, Linux, Serverless, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,7,5,Terminar encuesta,,,,,,,,,,26,Varón Cis
Argentina,Chubut,Full-Time,Staff (planta permanente),900000.0,590000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,Tres,50.0,Mayo,3,Ninguna de las anteriores,3,Technical Leader,7.0,5.0,2.0,3,Linux,"HTML, Java, Javascript","Angular, Bootstrap, jQuery, Vue.js","Oracle, PostgreSQL",Visual Studio Coded UI,De 501 a 1000 personas,100% presencial,0,5,2,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,32,Mujer Cis
