work_country,work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,numero,salary_in_usd,salary_last_dollar_value,salary_pay_cripto,salary_%_cripto,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,Trabajo de,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,company_recommended,profile_studies_level,profile_studies_level_state,profile_career,profile_university,profile_boot_camp,profile_boot_camp_carrer,work_on_call_duty,salary_on_call_duty_charge,work_on_call_duty_charge_type,profile_age,profile_gender
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),183000.0,134000.0,TRUE,,,,,No,No recibo bono,Uno,52,Marzo,1,Ninguna de las anteriores,2,Business Analyst,0.0,0.0,0.0,0.0,"Amazon Web Services, Google Cloud Platform",SQL,"Node.js, React.js","MongoDB, PostgreSQL",Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,8,Universitario,Completo,Contador,UNR - Universidad Nacional de Rosario,HENRY,Desarrollador Full Stack,,,,46,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),210000.0,0.0,TRUE,,,,,No,No recibo bono,Dos,10,Febrero,2,Ninguna de las anteriores,2,Developer,3.0,0.0,0.0,0.0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless",Python,"Flask, FastAPI","MySQL, Redis",Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,10,,,,,,,,,,39,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),994657.0,638989.0,TRUE,Cobro parte del salario en dólares,"202,48",,,No,No recibo bono,Dos,"26,55",Mayo,3,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Stock options / RSUs, Sueldo dividido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)",4,Data Scientist,4.0,1.0,1.0,0.0,"Amazon Web Services, Docker, Linux","Bash/Shell, Go, Python, R, SQL","Spark, TensorFlow",Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,6,Maestría,En curso,Ingeniería Industrial,UBA - Universidad de Buenos Aires,,,,,,32,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),299600.0,220161.0,TRUE,,,,0,De uno a tres sueldos,Permanencia en la empresa,Dos,43,Julio,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,Developer,2.0,2.0,1.0,0.0,"Google Cloud Platform, Kubernetes","Java, Javascript, SQL, TypeScript","Node.js, React.js, Spring","ElasticSearch, MySQL, Redis","Jest, JUnit",De 201 a 500 personas,Híbrido (presencial y remoto),1,8,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,,,No,0.0,Porcentaje de mi sueldo bruto,23,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),270000.0,215000.0,TRUE,,,,,No,No recibo bono,Tres,60,Junio,2,"Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",2,SysAdmin / DevOps / SRE,15.0,8.0,5.0,0.0,"Azure, Linux, VMWare, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),3,0,Universitario,En curso,Ingeniería en Informática,UNAJ - Universidad Nacional Arturo Jauretche,,,No,0.0,Porcentaje de mi sueldo bruto,36,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),360000.0,260000.0,TRUE,,,,,No,No recibo bono,Uno,10,Marzo,1,"Abono de celular, Abono de Internet, Horarios flexibles",1,SysAdmin / DevOps / SRE,27.0,3.0,3.0,0.0,"Amazon Web Services, Linux, VMWare, Windows Server","Bash/Shell, powershell",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,1,Universitario,Incompleto,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,,,,,,50,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),500000.0,308000.0,TRUE,,,,,De uno a tres sueldos,Mix de las anteriores,Dos,25,Marzo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,BI Analyst / Data Analyst,6.0,1.0,0.0,7.0,Amazon Web Services,"Python, SQL",Ninguno de los anteriores,PostgreSQL,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,9,,,,,,,,,,26,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),286000.0,220000.0,TRUE,,,,,No,No recibo bono,Dos,35,Mayo,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,Technical Leader,15.0,0.0,0.0,5.0,"Docker, Linux",Javascript,Angular,"MongoDB, MySQL",Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),2,0,,,,,,,,,,45,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),500000.0,450000.0,TRUE,Cobro todo el salario en dólares,260,,0,No,No recibo bono,No,0,No tuve,4,Ninguna de las anteriores,3,Developer,5.0,0.0,1.0,0.0,Amazon Web Services,Java,Spring,MySQL,Postman,De 201 a 500 personas,100% remoto,0,7,,,,,,,,,,44,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),180000.0,150000.0,TRUE,,,,,No,No recibo bono,Uno,23,Mayo,1,Vacaciones flexibles (adicionales a las reglamentarias),2,Developer,6.0,1.0,1.0,0.0,"Amazon Web Services, Docker, Firebase, Google Cloud Platform, Linux","HTML, Javascript, PHP","Bootstrap, CodeIgniter, jQuery, Laravel, React.js","Amazon DynamoDB, MariaDB, MySQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,8,,,,,,,,,,35,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),250000.0,220000.0,TRUE,Mi sueldo está dolarizado (pero cobro en moneda local),,,,No,No recibo bono,Dos,25,Febrero,3,"Abono de Internet, Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",3,Soc Analyst,2.0,1.0,1.0,0.0,"Azure, Linux",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,10,,,,,,,,,,42,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),233411.0,198732.0,TRUE,,,,,No,No recibo bono,Dos,28,Abril,3,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,Developer,4.0,4.0,2.0,0.0,"Amazon Web Services, Azure, Windows Server",".NET, C#, CSS, HTML, Javascript",".NET Core, Bootstrap, jQuery, Node.js, Vue.js",Microsoft SQL Server,"Cypress, Xunit",De 201 a 500 personas,100% remoto,0,6,Universitario,Completo,Ingeniería en Computación,Universidad Nacional de Tres de Febrero,,,,,,29,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),320000.0,200000.0,TRUE,,,,0,Un sueldo,Performance de la compañía,Dos,24,Marzo,1,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,Technical Leader,16.0,12.0,4.0,6.0,"Ninguna de las anteriores, ITSM, CLI, Cisco IOS, Junos. Mucha GUI de firewall y PaaS","Python, SQL",Ninguno de los anteriores,MySQL,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,10,Terciario,Completo,Analista de Sistemas,UAI - Universidad Abierta Interamericana,De varios. No recuerdo nombre de la institución pero fue hace tiempo,"Wireless, security. Routing & switching",No,0.0,Porcentaje de mi sueldo bruto,38,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),1400000.0,900000.0,TRUE,Mi sueldo está dolarizado (pero cobro en moneda local),229,,,No,No recibo bono,No,0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,Developer,6.0,3.0,2.0,0.0,"Azure, Docker, Kubernetes, Linux",".NET, HTML, Javascript, Ruby, SQL, TypeScript",".NET Core, Node.js, React.js","ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), MongoDB, PostgreSQL, Redis","Cucumber, Jest, Mocha, Postman",De 501 a 1000 personas,100% remoto,0,8,Universitario,Completo,Ingeniería Electrónica,ITBA Instituto Tecnológico de Buenos Aires,,,No,0.0,Porcentaje de mi sueldo bruto,30,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),455500.0,0.0,TRUE,,,,,Menos de un sueldo,Mix de las anteriores,Dos,30,Mayo,2,Viáticos,2,SysAdmin / DevOps / SRE,7.0,6.0,2.0,2.0,"Docker, Linux",Python,Ninguno de los anteriores,"MariaDB, MongoDB, Redis",Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,0,Universitario,Completo,Ingeniería en Informática,.,,,No,0.0,Porcentaje de mi sueldo bruto,32,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),230000.0,185000.0,TRUE,,,,,No,No recibo bono,No,0,No tuve,1,"Comidas pagas / subvencionadas, Horarios flexibles, Viáticos",1,Developer,20.0,4.0,3.0,2.0,"Amazon Web Services, Azure, Docker, Firebase, Heroku, Kubernetes, Linux, VMWare, Windows Server",".NET, C#, CSS, HTML, Javascript, PHP, SQL",".NET Core, Bootstrap, Cordova, Laravel, Node.js, React.js, Vue.js, WordPress","Cassandra, MariaDB, Microsoft SQL Server, MongoDB, MySQL","Jest, PHPUnit, Postman, Visual Studio Coded UI",De 2 a 10 personas,Híbrido (presencial y remoto),2,6,Terciario,Incompleto,Analista de Sistemas,Instituto superior nº 50 Rufino Santa Fe,,,"Sí, pasiva",0.0,Neto,44,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),198000.0,162000.0,TRUE,,,,,Menos de un sueldo,Performance grupal,Uno,20,Mayo,2,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc)",2,SysAdmin / DevOps / SRE,16.0,3.0,3.0,0.0,"Amazon Web Services, Arduino o similar, Azure, Docker, Kubernetes, Linux, Windows Server",Ninguno de los anteriores,"Node.js, WordPress","MySQL, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,6,,,,,,,,,,35,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),330000.0,200000.0,TRUE,,,,,De uno a tres sueldos,Performance individual,No,0,No tuve,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, 2 dias off al mes",2,Data Engineer,3.0,0.0,0.0,0.0,Amazon Web Services,SQL,Hadoop,"Amazon Redshift, Apache Hive, MySQL",Postman,De 51 a 100 personas,Híbrido (presencial y remoto),0,8,Terciario,Incompleto,Analista de Sistemas,Ifts,No,,No,0.0,Bruto,29,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),225000.0,210000.0,TRUE,,,,,No,No recibo bono,No,0,No tuve,3,Vacaciones flexibles (adicionales a las reglamentarias),2,Developer,9.0,0.0,0.0,0.0,Mainframe,COBOL,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),1,5,,,,,,,,,,36,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),316000.0,230000.0,TRUE,,,,,De uno a tres sueldos,Mix de las anteriores,Dos,23,Abril,1,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",2,Developer,20.0,2.0,2.0,0.0,Linux,"Bash/Shell, Java, PHP, SQL","Symfony, WordPress","ElasticSearch, MariaDB, MySQL, ProxySQL, Redis, SQLite",Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,7,Universitario,Incompleto,Licenciatura en Sistemas de Información,UCAECE - Centro de Altos Estudios en Ciencias Exactas,,,No,0.0,Neto,43,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,145000.0,135000.0,TRUE,,,,,No,No recibo bono,Uno,45,Febrero,1,Ninguna de las anteriores,1,Developer,1.0,1.0,1.0,0.0,Ninguna de las anteriores,"CSS, HTML, Javascript",Bootstrap,Ninguna de las anteriores,Ninguna de las anteriores,1 (solamente yo),100% remoto,0,1,,,,,,,,,,24,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),200000.0,175000.0,TRUE,,no,,,Un sueldo,Performance individual,Más de tres,75,Julio,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",2,QA / Tester,2.0,2.0,2.0,1.0,"Docker, Serverless","CSS, Javascript, SQL","Node.js, React.js","MongoDB, PostgreSQL","Cypress, Jest, Mocha, Postman, Visual Studio Coded UI",De 51 a 100 personas,100% remoto,0,8,,,,,,,,,,35,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),650000.0,650000.0,TRUE,Cobro todo el salario en dólares,310,Cobro todo el salario criptomonedas,100%,No,No recibo bono,No,0,No tuve,4,Ninguna de las anteriores,4,Automation,3.0,0.0,0.0,0.0,Ninguna de las anteriores,".NET, Bash/Shell, C#, VBA",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,8,,,,,,,,,,24,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),457000.0,310000.0,TRUE,,,,,De uno a tres sueldos,Mix de las anteriores,Dos,30,Mayo,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,Infosec,32.0,0.0,0.0,0.0,"Azure, Linux, Mainframe, SAP, VMWare, Windows Server",".NET, Python, SQL",SAP,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, SQLite",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,10,Terciario,Completo,Analista de Sistemas,UTN - Universidad Tecnológica Nacional,,,"Sí, pasiva",15000.0,Bruto,55,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),250000.0,245000.0,TRUE,Cobro todo el salario en dólares,,Cobro todo el salario criptomonedas,100,Menos de un sueldo,Performance de la compañía,Uno,2%,Febrero,4,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",4,Developer,10.0,1.0,4.0,0.0,"Amazon Web Services, Docker, Linux, Serverless","Bash/Shell, Javascript","Node.js, React.js","Amazon RDS/Aurora, PostgreSQL",Mocha,De 11  a 50  personas,100% remoto,0,10,,,,,,,,,,32,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),275000.0,228000.0,TRUE,,,,,Menos de un sueldo,Lo pagan siempre,Dos,23,Abril,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",2,Developer,22.0,0.0,0.0,0.0,Linux,"Bash/Shell, SQL",Ninguno de los anteriores,Oracle,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,9,,,,,,,,,,45,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),77000.0,77000.0,TRUE,,,,,Menos de un sueldo,Performance individual,Uno,54,Julio,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles",4,Functional Analyst,0.0,0.0,0.0,0.0,"Azure, SAP",Ninguno de los anteriores,Ninguno de los anteriores,"HANA, Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),2,8,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,No,0.0,Porcentaje de mi sueldo bruto,21,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),508000.0,360000.0,TRUE,Cobro parte del salario en dólares,327,,,3+ sueldos,Mix de las anteriores,Dos,41,Julio,3,"Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,QA / Tester,12.0,10.0,4.0,0.0,"Amazon Web Services, Docker",Java,Spring,MySQL,"JUnit, Postman, Selenium",De 2001a 5000 personas,Híbrido (presencial y remoto),0,9,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,,,,,,36,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),250000.0,200000.0,TRUE,,,,,No,No recibo bono,Uno,15%,Mayo,2,Ninguna de las anteriores,2,Infosec,4.0,11.0,4.0,0.0,"*BSD, Linux, Windows Server",Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,100% presencial,0,2,Maestría,En curso,Ingeniería Electrónica,UBA - Universidad de Buenos Aires,,,,,,47,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),90000.0,70000.0,TRUE,,,,,Un sueldo,Performance individual,No,0,Julio,2,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",2,BI Analyst / Data Analyst,0.0,0.0,0.0,0.0,SAP,SQL,SAP,"HANA, Microsoft SQL Server",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,8,Universitario,En curso,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,,,,,,21,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),430000.0,300000.0,TRUE,Mi sueldo está dolarizado (pero cobro en moneda local),No esta dolarizado mi sueldo,Cobro parte del salario criptomonedas,0,No,No recibo bono,Uno,30,Junio,2,"Capacitaciones y/o cursos, Clases de idiomas, Tengo un co-work en caso de necesitarlo",3,Developer,10.0,1.0,1.0,0.0,"Amazon Web Services, Azure, Docker, Linux","Arduino, Bash/Shell, Java","Angular, Bootstrap, Flutter, Hibernate, jQuery, Node.js, React.js, Spring","ElasticSearch, MySQL, Oracle","JUnit, Karma, Mocha, SoapUI",De 51 a 100 personas,100% remoto,0,8,,,,,,,,,,39,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),270000.0,230000.0,TRUE,Cobro parte del salario en dólares,120,,0,No,No recibo bono,Uno,20%,Abril,3,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado, Vacaciones flexibles (adicionales a las reglamentarias)",2,SysAdmin / DevOps / SRE,3.0,3.0,3.0,0.0,"Amazon Web Services, Docker, Linux","Bash/Shell, Javascript, Python, Ruby","Flask, React.js",MariaDB,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,8,Secundario,Completo,Tecnicatura en Informática,EETN4,,,No,0.0,Porcentaje de mi sueldo bruto,28,Varón Cis
Argentina,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),500000.0,500000.0,TRUE,Cobro parte del salario en dólares,128,,,No,No recibo bono,Uno,16,Marzo,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Stock options / RSUs",3,Developer,20.0,2.0,2.0,4.0,"Amazon Web Services, Docker, Mainframe",Java,Spring,"Amazon DynamoDB, MongoDB","JUnit, SoapUI",De 201 a 500 personas,100% remoto,0,2,,,,,,,,,,50,Varón Cis
